date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day
2024-05-02,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4515.51,5058.94,3042.26,2709.31,169.1,0.0,483379.18,496871.5,False
2024-06-06,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4358.25,4698.64,2894.98,2614.95,132.6,0.0,601461.67,622716.87,False
2024-03-31,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4430.35,4317.63,2956.56,2658.21,143.3,0.0,333350.62,344414.57,False
2024-09-06,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6153.49,5608.23,3752.87,3692.09,309.4,0.0,986749.44,1015618.22,False
2024-08-19,AMR-005,Amazon - Dallas FC,North America,30,UAT,6184.06,6735.81,4217.71,3710.44,269.3,0.0,877518.23,900803.71,False
2024-06-10,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4514.72,5149.57,2862.84,2708.83,124.4,0.0,664223.88,685693.99,False
2024-08-13,AMR-003,DHL - Singapore Hub,APAC,20,UAT,4984.18,5414.08,3700.62,2990.51,172.0,0.0,799083.16,823933.71,False
2024-06-29,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5958.36,7676.56,4718.62,3575.02,250.3,5.0,345149.18,359210.51,True
2024-09-24,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,4966.06,5268.32,3638.75,2979.64,210.9,0.0,1015149.65,1049087.68,False
2024-04-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3230.65,3807.65,2123.72,1938.39,95.8,0.0,238153.31,242907.49,False
2024-03-03,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4696.61,4412.33,2703.88,2817.97,141.7,0.0,203668.59,213433.57,False
2024-06-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3478.46,3683.46,2453.26,2087.07,84.1,0.0,453555.52,463635.46,False
2024-05-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5773.82,6482.04,4406.69,3464.29,214.3,0.0,5773.82,6482.04,False
2024-02-26,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3665.67,3218.84,2217.94,2199.4,81.7,0.0,41732.69,42092.59,False
2024-05-31,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,6096.13,5977.92,3516.23,3657.68,206.4,0.0,178240.73,186439.36,False
2024-04-30,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3480.07,3725.53,2521.14,2088.04,113.3,2.0,266518.66,270952.06,False
2024-04-02,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4877.55,5077.32,3446.92,2926.53,183.5,0.0,122328.08,125058.35,False
2024-05-25,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3442.61,3624.65,2507.84,2065.56,101.3,0.0,355205.07,360740.95,False
2024-06-28,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4791.66,4727.54,2723.8,2875.0,162.1,0.0,563449.48,577939.49,False
2024-04-13,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5016.68,5398.73,3372.91,3010.01,169.0,0.0,179475.31,182299.72,False
2024-07-30,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4059.78,4661.64,2785.92,2435.87,135.1,0.0,826251.11,853878.68,False
2024-03-31,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5565.87,5169.07,3100.57,3339.52,232.3,0.0,112670.83,114825.79,False
2024-07-24,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4142.36,4038.72,2768.07,2485.42,120.9,1.0,801077.24,827836.06,False
2024-07-03,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6026.75,5936.78,3590.75,3616.05,289.0,0.0,368469.82,383403.76,False
2024-06-26,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5382.32,5195.54,3222.65,3229.39,219.3,0.0,553687.82,567424.49,False
2024-06-07,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,3896.0,4315.9,2435.75,2337.6,122.6,2.0,605357.67,627032.77,False
2024-03-27,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4452.98,4520.66,2682.22,2671.79,121.6,0.0,305113.18,310813.7,False
2024-10-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6012.4,5668.67,3240.02,3607.44,235.8,0.0,992465.64,1027137.13,False
2024-03-15,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,3966.68,4090.61,2317.34,2380.01,123.8,0.0,255177.97,259800.91,False
2024-11-23,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5885.66,6639.98,3978.29,3531.4,226.0,0.0,1197796.15,1237591.47,False
2024-02-05,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4103.28,4255.58,2719.85,2461.97,132.8,0.0,92477.52,94819.56,False
2024-02-19,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3892.71,4030.57,2590.88,2335.62,66.5,0.0,71808.33,74391.57,False
2024-05-22,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6101.31,6712.51,4356.34,3660.78,262.9,0.0,326735.26,334453.09,False
2024-02-14,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4574.27,4717.17,3110.06,2744.56,143.5,0.0,119326.07,124802.03,False
2024-03-16,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3881.87,3529.64,2292.22,2329.12,65.4,0.0,171624.21,174978.52,False
2024-08-23,AMR-005,Amazon - Dallas FC,North America,30,UAT,6545.45,6543.96,4070.95,3927.27,313.8,0.0,902262.71,924723.24,False
2024-06-27,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,7026.95,5625.76,3494.11,4216.17,321.5,0.0,551793.01,561683.08,False
2024-06-02,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6385.93,6234.68,3553.53,3831.56,290.0,2.0,397138.86,402817.85,False
2024-03-01,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4886.85,4553.61,2998.8,2932.11,174.9,0.0,194259.85,204180.27,False
2024-07-27,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3672.7,3605.93,2031.93,2203.62,94.3,0.0,575967.5,588947.17,False
2024-05-17,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4557.9,4936.69,2727.98,2734.74,167.8,0.0,552305.88,567329.67,False
2024-06-18,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5457.17,5322.24,3394.78,3274.3,205.3,0.0,513345.97,526130.13,False
2024-05-09,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,6256.37,6090.28,3959.7,3753.82,235.2,0.0,52108.72,54773.07,False
2024-05-23,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4259.65,3925.32,2518.86,2555.79,106.9,0.0,542544.59,562375.3,False
2024-06-16,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4129.09,4121.44,2609.26,2477.45,126.9,0.0,643742.08,666090.69,False
2024-06-14,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3705.97,3325.21,2001.38,2223.58,109.7,0.0,425477.53,434468.83,False
2024-07-27,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4173.08,4886.57,3101.43,2503.85,132.2,0.0,813780.7,841122.33,False
2024-08-19,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5249.59,4687.01,2612.81,3149.76,217.9,0.0,830343.4,856532.83,False
2024-06-21,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3476.07,3396.64,2294.59,2085.64,89.2,0.0,450077.06,459952.0,False
2024-08-01,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5275.99,4255.26,2962.49,3165.6,187.6,0.0,737653.26,757633.37,False
2024-08-25,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5574.99,6190.27,4271.38,3345.0,260.8,1.0,673217.37,699128.27,False
2024-02-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3718.68,3949.42,2556.08,2231.21,75.2,0.0,22631.16,24363.19,False
2024-04-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3664.81,3674.82,2520.43,2198.89,97.5,0.0,203770.19,208066.41,False
2024-03-07,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4571.56,4171.13,2851.61,2742.94,117.7,0.0,221827.17,224475.66,False
2024-06-22,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4719.14,4705.5,3077.79,2831.48,178.6,0.0,719036.34,744061.94,False
2024-06-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3406.6,4220.54,2544.02,2043.96,102.8,0.0,435554.84,446092.47,False
2024-10-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5704.13,6528.45,4046.63,3422.48,248.3,0.0,945618.27,980276.0,False
2024-04-08,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,3913.81,4811.19,2658.6,2348.29,133.7,0.0,355455.24,363905.01,False
2024-04-25,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4830.73,4536.01,2534.79,2898.44,192.1,0.0,238872.36,242764.82,False
2024-08-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5960.66,6153.83,4106.95,3576.4,262.4,0.0,610288.5,631764.75,False
2024-02-22,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3827.26,4073.63,2608.77,2296.36,70.6,0.0,83416.06,86131.91,False
2024-06-17,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4619.65,5096.58,2941.9,2771.79,172.2,0.0,696611.4,719006.08,False
2024-04-03,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3821.96,4311.2,2522.1,2293.18,73.6,0.0,240548.61,245408.62,False
2024-12-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5624.41,6663.96,3924.25,3374.65,252.9,0.0,1319348.63,1360829.36,False
2024-04-20,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3692.43,3556.71,2286.24,2215.46,87.7,0.0,305510.31,313534.79,False
2024-09-24,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5694.94,6349.73,3988.29,3416.97,279.1,2.0,847468.77,878669.38,False
2024-03-02,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3010.06,3877.67,2535.35,1806.03,94.3,0.0,59176.87,59470.17,False
2024-08-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5618.74,5573.24,3896.87,3371.24,226.7,0.0,598538.68,619649.22,False
2024-12-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5655.91,6061.26,,3393.54,239.2,1.0,1301944.99,1342994.72,False
2024-03-30,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4948.76,5792.13,4005.37,2969.26,235.9,0.0,107104.96,109656.72,False
2024-02-08,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,3932.4,4008.91,2570.19,2359.44,134.3,0.0,105187.91,107838.67,False
2024-09-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6116.98,6336.26,3803.88,3670.19,285.3,0.0,777276.23,804665.01,False
2024-02-29,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3752.45,3909.26,2224.62,2251.47,64.9,0.0,109916.88,113595.36,False
2024-04-24,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4146.39,4836.51,3180.47,2487.84,112.7,1.0,423198.28,434968.59,True
2024-05-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3992.81,3456.88,2094.23,2395.69,72.9,0.0,365897.36,375134.81,False
2024-10-15,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6180.72,5377.38,3421.05,3708.43,274.3,1.0,968733.25,1003172.67,False
2024-07-11,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4180.3,4709.46,2757.45,2508.18,124.9,0.0,746937.16,773230.66,False
2024-04-02,AMR-005,Amazon - Dallas FC,North America,30,Planning,6633.2,6382.0,3977.85,3979.92,314.0,0.0,12864.6,11864.83,False
2024-09-29,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6171.9,6487.1,4098.69,3703.14,236.9,0.0,876524.92,907939.21,False
2024-06-25,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6275.54,6867.48,3812.96,3765.32,325.3,0.0,538968.15,549651.01,False
2024-06-20,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3815.23,4031.74,2321.91,2289.14,83.8,0.0,538063.92,552168.01,False
2024-05-28,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5389.08,5014.77,3154.39,3233.45,238.3,0.0,406933.15,415933.72,False
2024-08-02,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5721.06,5197.77,2988.95,3432.64,217.7,0.0,743374.32,762831.14,False
2024-08-01,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6081.86,6870.41,4706.98,3649.12,251.3,0.0,767470.68,781773.46,False
2024-07-29,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3747.55,3668.85,2500.44,2248.53,104.9,0.0,583377.46,596206.45,False
2024-04-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3987.6,4815.9,2696.75,2392.56,84.0,2.0,298216.63,305437.51,True
2024-06-19,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4093.56,,2564.47,2456.14,136.2,0.0,656338.49,679340.96,False
2024-06-23,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3986.1,4022.85,2608.22,2391.66,70.1,0.0,549306.55,565734.99,False
2024-01-31,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4078.59,4330.99,2494.0,2447.15,109.7,0.0,71180.36,73433.02,False
2024-08-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5886.8,5616.63,3633.04,3532.08,283.3,0.0,638439.3,660728.61,False
2024-05-12,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3439.37,3821.22,2372.41,2063.62,88.3,0.0,388294.07,399677.95,False
2024-04-11,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5024.06,5563.13,3460.75,3014.43,197.9,0.0,169225.93,171822.08,False
2024-04-06,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4681.91,4951.74,2988.17,2809.15,176.3,0.0,362391.36,372503.39,False
2024-04-21,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3806.08,3106.82,1955.25,2283.65,117.0,0.0,234922.65,239099.84,False
2024-06-10,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4521.49,4377.09,2433.44,2712.89,117.0,0.0,617979.32,639707.16,False
2024-04-29,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3755.14,3709.05,2333.63,2253.08,79.4,0.0,338991.07,348197.66,False
2024-08-06,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5133.19,4772.95,2793.04,3079.91,197.7,0.0,763547.54,783634.16,False
2024-09-08,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5670.98,5501.0,3829.96,3402.59,282.3,0.0,753448.41,780427.63,False
2024-08-26,AMR-005,Amazon - Dallas FC,North America,30,UAT,5865.58,6438.1,4021.72,3519.35,292.1,0.0,919631.72,944820.23,False
2024-02-25,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4282.57,4120.68,2591.53,2569.54,128.0,0.0,176426.6,177655.1,False
2024-02-20,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3399.43,3416.87,2069.32,2039.66,98.0,0.0,21305.65,21462.98,False
2024-12-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5777.84,6171.83,3631.02,3466.7,269.9,0.0,1307722.82,1349166.55,False
2024-05-01,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3894.44,3484.84,2077.39,2336.66,67.4,0.0,346831.46,355745.78,False
2024-04-21,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3693.31,3736.1,2357.14,2215.98,86.3,0.0,309203.61,317270.89,False
2024-05-19,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4568.03,4612.8,2686.78,2740.82,125.6,0.0,561915.89,576422.66,False
2024-10-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5495.18,6139.53,3501.16,3297.11,295.1,0.0,956796.29,992125.73,False
2024-03-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3785.3,4000.41,2773.4,2271.18,67.6,0.0,217326.99,221834.13,False
2024-05-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3689.7,3620.22,2114.2,2213.82,101.2,0.0,326675.18,331082.51,False
2024-06-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,4040.65,3677.27,2538.78,2424.39,70.1,0.0,489021.39,502514.38,False
2024-05-03,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3197.09,3748.22,2335.55,1918.25,89.5,0.0,277226.17,282257.47,False
2024-06-04,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4624.58,4153.79,2322.42,2774.75,115.3,0.0,593131.54,613744.18,False
2024-05-26,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4005.17,4590.72,3099.73,2403.1,104.5,0.0,555077.85,575679.28,False
2024-07-27,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6008.13,5827.25,3264.59,3604.88,293.9,0.0,508155.32,525179.42,False
2024-05-15,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6240.1,7147.73,4781.83,3744.06,253.6,0.0,282197.82,289670.31,False
2024-04-24,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6733.12,5982.5,3328.26,4039.87,350.4,0.0,149610.94,147679.59,False
2024-08-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3627.28,3506.42,2100.8,2176.37,106.3,0.0,654189.97,668329.05,False
2024-06-04,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5141.05,5459.32,3295.17,3084.63,217.0,2.0,441722.05,452458.23,False
2024-08-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,4197.93,3973.85,2641.39,2518.76,84.0,0.0,717533.45,739206.91,False
2024-08-28,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5567.73,6091.4,4223.91,3340.64,296.2,0.0,689821.83,717569.9,False
2024-02-05,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,3961.15,5116.95,3486.69,2376.69,129.8,0.0,77958.8,80473.07,False
2024-07-12,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6576.6,6297.07,3726.97,3945.96,254.9,0.0,643079.58,655481.63,False
2024-02-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3686.46,3433.32,2300.7,2211.87,89.2,0.0,14265.36,13953.03,False
2024-05-10,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3518.09,3834.79,2259.78,2110.85,104.5,0.0,301902.35,306954.66,False
2024-11-26,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5432.15,5518.63,3422.63,3259.29,287.5,0.0,1214308.68,1254463.49,False
2024-12-07,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5779.24,6566.59,3933.72,3467.54,211.4,0.0,1278765.03,1319428.34,False
2024-08-24,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3559.95,3506.9,1945.61,2135.97,84.0,0.0,675278.5,689839.82,False
2024-04-02,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4690.46,4814.84,3291.11,2814.27,156.5,0.0,342942.61,353663.93,False
2024-09-10,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6027.84,5786.05,3293.84,3616.7,248.8,2.0,765305.06,792616.51,False
2024-06-09,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6339.13,6001.55,3915.68,3803.48,243.0,0.0,440575.34,447905.95,False
2024-04-20,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4352.22,4760.75,2984.1,2611.33,110.9,0.0,406616.39,417075.5,False
2024-03-10,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4231.1,4578.82,2912.48,2538.66,108.8,0.0,234565.41,237270.79,False
2024-05-24,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5555.58,5907.77,3881.2,3333.35,233.3,0.0,137856.15,144669.14,False
2024-07-01,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5195.92,5294.39,3243.69,3117.55,192.9,0.0,579070.37,594971.91,False
2024-08-31,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5212.97,4731.04,2948.69,3127.78,167.8,0.0,891286.98,923291.16,False
2024-10-06,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,5690.23,6003.83,4139.1,3414.14,271.3,0.0,1172601.02,1201798.78,False
2024-08-03,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5819.67,5498.11,3269.14,3491.8,258.7,0.0,547543.48,566087.76,False
2024-03-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3656.17,3583.65,1993.54,2193.7,67.0,0.0,132837.66,137145.33,False
2024-02-13,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3748.18,2995.83,1833.94,2248.91,71.8,0.0,48524.4,51317.27,False
2024-07-22,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6128.74,6306.39,4352.41,3677.24,299.5,0.0,480179.5,496941.02,False
2024-05-29,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4253.93,5139.57,3240.89,2552.36,125.2,0.0,608664.08,625429.63,False
2024-08-28,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,4691.0,5760.48,3850.25,2814.6,233.3,0.0,875930.29,906964.0,False
2024-05-01,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4044.21,4293.44,2833.93,2426.52,125.0,0.0,452540.9,466430.43,False
2024-06-22,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6374.3,5773.83,4001.39,3824.58,274.3,0.0,520490.58,529948.85,False
2024-03-06,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3674.23,4148.97,2540.86,2204.54,107.6,0.0,73670.02,73849.72,False
2024-07-09,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4913.22,4856.35,3365.81,2947.93,229.3,0.0,618577.35,636835.85,False
2024-05-16,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3996.9,3832.2,2654.67,2398.14,77.9,0.0,403780.4,416492.42,False
2024-07-13,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3906.35,3622.71,2150.11,2343.81,84.6,0.0,625581.37,644400.29,False
2024-10-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6361.87,6145.93,3380.6,3817.12,260.8,0.0,888742.98,920147.62,False
2024-06-19,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4672.29,4671.13,2741.97,2803.38,193.7,0.0,518018.26,530801.26,False
2024-06-27,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4970.0,5787.46,3593.29,2982.0,168.3,1.0,558657.82,573211.95,False
2024-06-06,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6596.75,6469.76,4513.49,3958.05,295.9,0.0,421860.12,428795.35,False
2024-01-20,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4258.72,5279.68,3669.07,2555.23,156.9,0.0,4258.72,5279.68,False
2024-07-02,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4239.1,4586.09,2553.02,2543.46,126.0,0.0,710175.73,734458.11,False
2024-06-25,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4208.24,3875.69,2537.71,2524.94,132.3,0.0,680400.28,704530.49,False
2024-04-06,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5284.34,5319.89,2932.65,3170.6,163.0,0.0,144117.02,145697.25,False
2024-07-22,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4182.43,3979.57,2583.6,2509.46,97.9,0.0,792921.63,819570.15,False
2024-05-18,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5900.39,6099.0,4048.11,3540.24,201.1,0.0,102737.89,109660.3,False
2024-06-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5611.45,6185.81,4173.08,3366.87,293.9,0.0,258968.83,269558.64,False
2024-05-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3823.73,3917.93,2314.17,2294.24,84.1,0.0,350655.19,359663.71,False
2024-01-26,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4596.58,4692.01,2877.52,2757.95,145.2,0.0,31686.55,33165.95,False
2024-05-06,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5299.37,5301.6,3673.85,3179.62,222.3,1.0,293396.42,301965.03,False
2024-07-19,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6599.06,5804.96,4004.13,3959.43,264.0,1.0,686880.28,700574.62,False
2024-07-09,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4163.42,4255.1,2935.01,2498.05,141.3,0.0,738626.0,764100.85,False
2024-07-31,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,4061.5,3847.69,2180.12,2436.9,80.8,2.0,694006.17,715762.43,False
2024-06-17,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,5934.82,6060.16,3626.76,3560.89,358.4,0.0,489533.3,498933.71,False
2024-06-15,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4853.61,5100.07,2934.83,2912.16,171.4,0.0,497485.8,510751.24,False
2024-03-04,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3290.22,3071.21,2057.09,1974.13,85.1,0.0,66438.32,66065.82,False
2024-09-06,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,4868.76,5151.9,3118.18,2921.26,219.1,0.0,922479.31,954443.44,False
2024-02-21,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3444.16,3456.42,2404.95,2066.49,119.4,2.0,24749.8,24919.4,False
2024-06-12,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3713.6,4184.84,2408.65,2228.16,95.2,0.0,507341.08,522354.82,False
2024-07-20,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6246.54,6129.09,3507.14,3747.93,352.9,0.0,693126.83,706703.7,False
2024-11-07,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6227.21,6238.7,3576.7,3736.32,225.8,0.0,1105005.01,1141199.1,False
2024-06-07,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4733.87,4977.54,3291.58,2840.32,163.1,0.0,456992.73,467143.36,False
